"Amount.Requested","Amount.Funded.By.Investors","Interest.Rate","Loan.Length","Loan.Purpose","Debt.To.Income.Ratio","State","Home.Ownership","Monthly.Income","FICO.Range","Open.CREDIT.Lines","Revolving.CREDIT.Balance","Inquiries.in.the.Last.6.Months","Employment.Length"
5000,4985.44,0.0714,"36 months","debt_consolidation",0.114,"connecticut","OWN",4166.67,"755-759",6,16666,1,"5 years"
4500,4500,0.1114,"36 months","credit_card",0.0973,"connecticut","RENT",2916.67,"685-689",13,4265,0,"4 years"
15000,15000,0.089,"36 months","debt_consolidation",0.0856,"missouri","RENT",7500,"740-744",8,8343,1,"< 1 year"
35000,35000,0.2049,"60 months","debt_consolidation",0.1184,"texas","MORTGAGE",18750,"715-719",14,41707,2,"1 year"
4500,4500,0.0849,"36 months","credit_card",0.0254,"texas","RENT",2166.67,"795-799",2,527,1,"3 years"
4500,4500,0.1727,"36 months","debt_consolidation",0.1659,"pennsylvania","RENT",4666.67,"675-679",24,893,1,"3 years"
1450,1450,0.0751,"36 months","other",0.222,"massachusetts","RENT",833.33,"740-744",9,709,0,"n/a"
6000,6000,0.1496,"36 months","small_business",0.1155,"texas","RENT",7083.33,"760-764",7,5341,0,"2 years"
4500,4500,0.0654,"36 months","medical",0.1582,"north carolina","MORTGAGE",3250,"725-729",16,6049,0,"10+ years"
14000,14000,0.0662,"36 months","debt_consolidation",0.2018,"texas","RENT",4583.33,"750-754",15,15890,1,"10+ years"
15000,15000,0.0603,"36 months","debt_consolidation",0.0872,"massachusetts","MORTGAGE",12000,"800-804",17,13151,0,"2 years"
22000,14550,0.1099,"60 months","debt_consolidation",0.1583,"texas","MORTGAGE",5243.75,"760-764",18,14115,0,"2 years"
10000,1300,0.1103,"36 months","credit_card",0.1103,"georgia","MORTGAGE",6666.67,"695-699",8,43712,0,"4 years"
35000,35000,0.2049,"36 months","debt_consolidation",0.2082,"texas","MORTGAGE",12333.33,"700-704",23,36870,0,"10+ years"
10000,10000,0.2049,"36 months","debt_consolidation",0.1875,"texas","RENT",5250,"685-689",25,3802,1,"3 years"
6000,6000,0.1398,"60 months","medical",0.2429,"california","RENT",2400,"695-699",11,6069,4,"9 years"
10000,10000,0.158,"36 months","debt_consolidation",0.131,"alaska","MORTGAGE",4458.33,"675-679",7,6413,1,"< 1 year"
10000,9950,0.0894,"36 months","debt_consolidation",0.1373,"colorado","RENT",3125,"785-789",5,417,2,"1 year"
12000,3639.28,0.133,"36 months","debt_consolidation",0.1277,"california","RENT",3000,"660-664",15,8480,4,"6 years"
9600,9600,0.1465,"36 months","credit_card",0.0221,"california","RENT",5833.33,"675-679",7,5879,1,"7 years"
17800,17775,0.2211,"60 months","debt_consolidation",0.0586,"north carolina","RENT",7000,"660-664",9,6708,0,"6 years"
2000,2000,0.0762,"36 months","major_purchase",0.2469,"texas","MORTGAGE",4333.33,"765-769",10,2792,4,"10+ years"
18825,18825,0.21,"60 months","debt_consolidation",0.1922,"connecticut","RENT",4583.33,"680-684",8,17292,2,"10+ years"
3000,2509.17,0.1306,"36 months","house",0.1206,"nevada","RENT",2571.42,"705-709",2,0,3,"6 years"
2000,2000,0.1311,"36 months","debt_consolidation",0.1913,"kentucky","RENT",2916.67,"670-674",7,4376,0,"10+ years"
9000,9000,0.1777,"36 months","debt_consolidation",0.1372,"california","RENT",4583.33,"670-674",14,21175,1,"5 years"
5750,5750,0.1311,"36 months","credit_card",0.2424,"new york","RENT",1675,"705-709",18,8035,0,"4 years"
21725,21725,0.1922,"60 months","debt_consolidation",0.2248,"louisiana","OWN",3629.58,"675-679",7,19685,0,"10+ years"
20000,20000,0.079,"36 months","debt_consolidation",0.3328,"new york","RENT",8666.67,"725-729",9,33067,0,"3 years"
15350,15325,0.1349,"60 months","debt_consolidation",0.2863,"washington","MORTGAGE",3200,"730-734",6,9946,1,"10+ years"
8400,8400,0.1433,"36 months","debt_consolidation",0.1161,"california","RENT",3333.33,"670-674",11,2060,0,"< 1 year"
4500,4500,0.0749,"36 months","credit_card",0.2763,"oregon","RENT",2700,"720-724",13,9341,0,"4 years"
9950,9950,0.1531,"36 months","wedding",0.0784,"california","RENT",2833.33,"675-679",7,4904,2,"n/a"
15000,15000,0.079,"36 months","debt_consolidation",0.2075,"illinois","MORTGAGE",2583.33,"725-729",10,9608,0,"3 years"
10000,9850,0.1099,"36 months","other",0.1923,"virginia","MORTGAGE",9150,"705-709",16,43256,2,"10+ years"
12000,10400,0.1825,"60 months","car",0.1211,"california","RENT",5600,"660-664",7,2409,1,"3 years"
8000,3862.32,0.1221,"36 months","other",0.1329,"georgia","MORTGAGE",12500,"695-699",10,93265,1,"10+ years"
3000,3000,0.0603,"36 months","debt_consolidation",0.1103,"new york","MORTGAGE",7500,"765-769",13,10585,0,"n/a"
15000,15000,0.1433,"36 months","debt_consolidation",0.2725,"texas","MORTGAGE",7500,"680-684",13,27872,0,"10+ years"
12700,12700,0.1777,"36 months","debt_consolidation",0.2394,"alabama","MORTGAGE",3333.33,"685-689",14,9655,3,"n/a"
16000,15745.73,0.1111,"60 months","debt_consolidation",0.099,"missouri","RENT",2958.33,"765-769",6,8943,2,"< 1 year"
7200,7200,0.079,"36 months","debt_consolidation",0.2174,"texas","RENT",4300,"710-714",7,33189,0,"10+ years"
30000,30000,0.2025,"60 months","debt_consolidation",0.1046,"virginia","MORTGAGE",12500,"695-699",10,43491,3,"5 years"
20125,20125,0.1465,"36 months","debt_consolidation",0.1788,"florida","MORTGAGE",10353.33,"695-699",11,23698,1,"7 years"
12000,12000,0.1527,"36 months","credit_card",0.1646,"pennsylvania","OWN",2516.67,"670-674",9,2174,2,"5 years"
5000,4950,0.1062,"60 months","home_improvement",0.1123,"california","MORTGAGE",5200,"745-749",6,1941,1,"5 years"
8000,7989.96,0.1136,"36 months","other",0.0527,"california","MORTGAGE",13389.15,"705-709",6,7351,1,"3 years"
3600,3600,0.0662,"36 months","credit_card",0.0935,"texas","RENT",2000,"735-739",17,1710,0,"1 year"
8800,8350,0.0963,"36 months","wedding",0.0489,"georgia","MORTGAGE",5479,"755-759",5,6055,0,"6 years"
18000,17925,0.1922,"60 months","debt_consolidation",0.2136,"california","RENT",6867.92,"690-694",13,19446,0,"10+ years"
20000,20000,0.2376,"60 months","debt_consolidation",0.1875,"virginia","MORTGAGE",6266.67,"660-664",25,10784,3,"10+ years"
4350,4350,0.0599,"36 months","house",0.0312,"california","OWN",2600,"780-784",5,866,0,"< 1 year"
12000,11975,0.1099,"60 months","home_improvement",0.0404,"new york","MORTGAGE",3416.67,"735-739",10,6935,0,"< 1 year"
5400,5400,0.1367,"36 months","debt_consolidation",0.1542,"california","RENT",1666.67,"680-684",6,2533,0,"4 years"
12000,11950,0.1268,"60 months","debt_consolidation",0.2272,"new york","RENT",5000,"700-704",19,9002,0,"n/a"
12000,12000,0.1777,"36 months","debt_consolidation",0.2448,"michigan","OWN",3333.33,"665-669",12,16984,0,"10+ years"
6700,6700,0.079,"36 months","credit_card",0.2219,"kansas","RENT",2708.33,"705-709",10,6627,0,"2 years"
3750,3750,0.1171,"36 months","debt_consolidation",0.1698,"california","RENT",1650,"675-679",6,8101,0,"4 years"
8000,8000,0.1367,"36 months","other",0.235,"new jersey","RENT",2791.67,"685-689",5,27151,0,"< 1 year"
4500,4500,0.1149,"36 months","other",0.0926,"california","RENT",3500,"695-699",5,7247,0,"2 years"
6000,5975,0.1714,"60 months","small_business",0.066,"florida","MORTGAGE",2500,"660-664",5,5087,0,"8 years"
19400,19400,0.2328,"60 months","credit_card",0.093,"north carolina","MORTGAGE",6000,"660-664",5,28921,0,"10+ years"
25000,15600,0.1793,"60 months","small_business",0.1994,"california","RENT",5416.67,"690-694",13,24810,0,"10+ years"
8800,8800,0.1427,"36 months","debt_consolidation",0.0957,"illinois","RENT",3833.33,"695-699",4,8130,1,"4 years"
4800,4800,0.1399,"36 months","medical",0.0739,"ohio","RENT",5833.33,"680-684",9,170,2,"1 year"
5175,5175,0.1777,"36 months","credit_card",0.2293,"new york","RENT",1500,"660-664",9,8577,1,"5 years"
10000,9999.36,0.1075,"60 months","home_improvement",0.0405,"maryland","MORTGAGE",8750,"795-799",7,0,1,"2 years"
12000,12000,0.1114,"36 months","other",0.0785,"virginia","RENT",6666.67,"720-724",11,4428,2,"9 years"
5000,5000,0.0751,"36 months","other",0.114,"florida","RENT",1666.67,"750-754",4,7968,0,"10+ years"
33600,33600,0.1727,"60 months","debt_consolidation",0.1508,"new york","RENT",5416.67,"730-734",5,20514,1,"8 years"
10000,10000,0.1311,"36 months","debt_consolidation",0.2913,"texas","MORTGAGE",8750,"700-704",13,11125,2,"< 1 year"
12000,11975,0.1629,"36 months","other",0.1429,"arizona","MORTGAGE",8541.67,"695-699",5,5890,3,"10+ years"
4000,4000,0.1433,"36 months","renewable_energy",0.2274,"maryland","RENT",1666.67,"665-669",7,278,0,"3 years"
20000,20000,0.158,"36 months","credit_card",0.1313,"connecticut","RENT",5000,"690-694",10,17981,1,"3 years"
12000,12000,0.1409,"36 months","debt_consolidation",0.1949,"california","RENT",6166.67,"675-679",13,6499,0,"6 years"
17500,17500,0.21,"60 months","home_improvement",0.0178,"new york","RENT",4166.67,"685-689",7,3377,3,"10+ years"
10000,10000,0.1171,"36 months","credit_card",0.2118,"florida","OWN",3333.33,"690-694",8,7579,0,"1 year"
3000,3000,0.1422,"36 months","moving",0.1005,"massachusetts","RENT",9166.67,"665-669",15,22698,2,"6 years"
5600,5592.37,0.0859,"36 months","credit_card",0.0834,"new jersey","MORTGAGE",3250,"735-739",9,2639,1,"5 years"
10000,10000,0.158,"36 months","debt_consolidation",0.1332,"arizona","RENT",5000,"670-674",16,11286,1,"< 1 year"
5000,5000,0.0849,"36 months","debt_consolidation",0.2253,"washington","MORTGAGE",3000,"720-724",9,3388,2,"10+ years"
16000,16000,0.2149,"60 months","small_business",0.2576,"new york","MORTGAGE",5000,"670-674",14,10881,0,"5 years"
4800,4800,0.1075,"36 months","other",0.2263,"massachusetts","RENT",1750,"710-714",6,11234,0,"5 years"
24925,24925,0.1875,"60 months","debt_consolidation",0.0851,"alaska","MORTGAGE",5250,"710-714",7,15288,0,"10+ years"
4825,4825,0.1212,"36 months","debt_consolidation",0.0476,"connecticut","MORTGAGE",5416.67,"680-684",8,6883,0,"8 years"
18750,18750,0.1825,"60 months","debt_consolidation",0.1254,"colorado","MORTGAGE",4833.33,"675-679",13,11232,2,"10+ years"
5000,5000,0.1531,"36 months","home_improvement",0.2054,"connecticut","MORTGAGE",4166.67,"675-679",18,12929,3,"10+ years"
7500,224.99,0.1317,"36 months","other",0.0103,"connecticut","MORTGAGE",8750,"675-679",3,3607,4,"6 years"
10000,10000,0.1682,"60 months","debt_consolidation",0.1254,"massachusetts","RENT",4417,"680-684",9,6630,2,"3 years"
5300,5300,0.079,"36 months","debt_consolidation",0.0967,"texas","RENT",1945,"760-764",3,5360,0,"8 years"
5000,5000,0.0963,"36 months","educational",0.1181,"arizona","MORTGAGE",9166.67,"730-734",16,23658,2,"10+ years"
25000,15051.09,0.1323,"60 months","debt_consolidation",0.2011,"texas","MORTGAGE",6666.67,"735-739",11,33084,0,"10+ years"
9250,9200,0.1189,"36 months","debt_consolidation",0.1628,"ohio","MORTGAGE",5416.67,"745-749",14,10111,6,"6 years"
19000,18725,0.1075,"60 months","home_improvement",0.0619,"maryland","MORTGAGE",7500,"775-779",12,1142,1,"8 years"
2000,2000,0.0603,"36 months","debt_consolidation",0.0801,"new york","RENT",5833.33,"750-754",7,2031,0,"< 1 year"
7200,7200,0.2049,"60 months","other",0.1514,"new jersey","RENT",5166.67,"670-674",10,14585,3,"3 years"
8000,8000,0.1409,"36 months","debt_consolidation",0.196,"colorado","MORTGAGE",5292,"695-699",13,8903,1,"n/a"
13000,12875,0.1171,"36 months","debt_consolidation",0.162,"new jersey","RENT",6932.92,"685-689",21,27852,0,"9 years"
8000,8000,0.1629,"36 months","wedding",0.0292,"connecticut","MORTGAGE",4250,"670-674",5,4454,2,"10+ years"
14000,13675,0.0963,"36 months","debt_consolidation",0.1306,"california","MORTGAGE",9083.33,"760-764",21,46017,3,"10+ years"
1400,1400,0.1269,"36 months","other",0.0593,"new jersey","OWN",4583.33,"700-704",3,1029,0,"1 year"
9500,9500,0.089,"36 months","debt_consolidation",0.2772,"colorado","OWN",5000,"735-739",4,18393,1,"6 years"
12700,12700,0.1114,"36 months","debt_consolidation",0.1053,"new jersey","OWN",3333.33,"705-709",6,8948,0,"< 1 year"
10000,10000,0.0976,"36 months","debt_consolidation",0.1831,"new jersey","RENT",2916.67,"725-729",6,5670,1,"10+ years"
6000,5691.36,0.1189,"36 months","major_purchase",0.1155,"pennsylvania","RENT",2917,"735-739",4,1003,2,"1 year"
5200,5200,0.1399,"36 months","debt_consolidation",0.2318,"california","MORTGAGE",5000,"680-684",17,28118,2,"5 years"
9000,8975,0.1581,"36 months","debt_consolidation",0.1069,"missouri","RENT",3750,"675-679",7,6599,1,"10+ years"
12000,11854.04,0.1474,"36 months","debt_consolidation",0.0462,"new york","RENT",4500,"695-699",3,7956,0,"10+ years"
6600,3800,0.0907,"36 months","other",0.0184,"florida","OWN",2667,"740-744",16,4889,1,"< 1 year"
10000,10000,0.1399,"36 months","debt_consolidation",0.0862,"new jersey","MORTGAGE",6458.33,"670-674",13,7200,0,"9 years"
1800,1800,0.1149,"36 months","debt_consolidation",0.1664,"wyoming","MORTGAGE",4250,"695-699",11,26267,0,"10+ years"
19000,19000,0.1875,"60 months","home_improvement",0.174,"minnesota","OWN",4000,"695-699",7,5246,2,"10+ years"
24000,24000,0.2049,"60 months","debt_consolidation",0.0869,"new jersey","MORTGAGE",5833.33,"685-689",9,23006,0,"10+ years"
11500,11475,0.1114,"36 months","debt_consolidation",0.234,"florida","OWN",2833.33,"700-704",8,17324,0,"n/a"
12100,12100,0.1367,"36 months","debt_consolidation",0.1285,"florida","RENT",5000,"690-694",8,12026,0,"4 years"
12000,12000,0.1799,"60 months","debt_consolidation",0.2344,"texas","RENT",3916.67,"675-679",8,8860,0,"< 1 year"
12000,12000,0.1531,"36 months","debt_consolidation",0.1069,"massachusetts","MORTGAGE",4416.67,"675-679",18,13194,2,"3 years"
10000,10000,0.1972,"36 months","other",0.2753,"minnesota","MORTGAGE",2916.67,"665-669",14,11506,0,"10+ years"
8875,8875,0.1531,"36 months","debt_consolidation",0.3015,"north carolina","RENT",2291.67,"680-684",11,11798,1,"2 years"
10625,10625,0.1777,"36 months","debt_consolidation",0.221,"florida","OWN",2633.33,"660-664",9,12156,0,"< 1 year"
12000,3725,0.1411,"36 months","credit_card",0.0723,"georgia","MORTGAGE",3750,"670-674",6,13018,3,"1 year"
10000,10000,0.1727,"36 months","debt_consolidation",0.2891,"florida","MORTGAGE",3500,"660-664",11,9059,1,"7 years"
12000,12000,0.2049,"36 months","credit_card",0.2884,"illinois","RENT",3980.33,"660-664",12,19234,2,"5 years"
14000,12225,0.1199,"60 months","debt_consolidation",0.1401,"arkansas","MORTGAGE",4583.33,"720-724",9,3539,0,"3 years"
16000,15975,0.1758,"60 months","debt_consolidation",0.1226,"missouri","MORTGAGE",2666.67,"705-709",12,18008,1,"< 1 year"
10000,10000,0.1581,"36 months","debt_consolidation",0.2089,"texas","RENT",5541.67,"670-674",14,10443,1,"9 years"
3625,3625,0.1629,"36 months","small_business",0.2175,"new york","MORTGAGE",6666.67,"720-724",12,3226,5,"2 years"
8400,8400,0.1212,"36 months","debt_consolidation",0.2232,"massachusetts","RENT",3333.33,"690-694",7,5500,0,"4 years"
1600,1334.54,0.1505,"36 months","major_purchase",0.1415,"florida","RENT",2000,"665-669",5,9603,1,"< 1 year"
3600,3600,0.1629,"36 months","debt_consolidation",0.249,"new york","OWN",3666.67,"665-669",16,11927,3,"10+ years"
14000,14000,0.1751,"36 months","credit_card",0.0937,"district of columbia","RENT",7916.67,"680-684",3,13522,0,"< 1 year"
15675,15675,0.0603,"36 months","small_business",0.0886,"florida","MORTGAGE",4166.67,"795-799",9,13020,1,"7 years"
6000,5546.81,0.1189,"36 months","other",0.1938,"new york","RENT",7250,"725-729",6,42987,1,"10+ years"
10000,10000,0.089,"36 months","home_improvement",0.1117,"georgia","MORTGAGE",6666.67,"695-699",15,14593,1,"6 years"
29000,29000,0.079,"36 months","debt_consolidation",0.1925,"new york","MORTGAGE",9166.67,"765-769",18,75212,1,"< 1 year"
4800,4800,0.1242,"36 months","debt_consolidation",0.1798,"utah","MORTGAGE",4500,"670-674",9,30895,0,"10+ years"
5000,4900,0.0894,"36 months","educational",0.1327,"new york","OWN",4166.67,"740-744",5,4676,0,"3 years"
7000,6894.01,0.1253,"36 months","debt_consolidation",0.0664,"new jersey","MORTGAGE",5000,"695-699",7,11391,1,"5 years"
20000,19975,0.1629,"60 months","debt_consolidation",0.2405,"maryland","MORTGAGE",7416.67,"705-709",11,14944,1,"3 years"
9000,9000,0.1212,"36 months","debt_consolidation",0.1005,"new york","RENT",11666.67,"690-694",8,9490,1,"< 1 year"
4400,4400,0.1242,"36 months","small_business",0.19,"california","RENT",2000,"715-719",9,2411,3,"5 years"
3000,3000,0.1171,"36 months","major_purchase",0.168,"georgia","RENT",3083.33,"695-699",4,413,0,"2 years"
6250,6250,0.1433,"36 months","credit_card",0.204,"florida","MORTGAGE",1750,"675-679",10,7845,0,"4 years"
14000,14000,0.0603,"36 months","debt_consolidation",0.09,"illinois","MORTGAGE",8733.33,"770-774",11,15108,0,"6 years"
30000,30000,0.1427,"36 months","debt_consolidation",0.0851,"texas","MORTGAGE",9166.67,"715-719",10,28967,0,"10+ years"
19600,19600,0.1242,"60 months","debt_consolidation",0.2299,"arizona","RENT",4166.67,"745-749",9,14783,2,"< 1 year"
1600,1600,0.1311,"36 months","debt_consolidation",0.1899,"washington","MORTGAGE",3459,"670-674",9,6281,3,"10+ years"
8000,8000,0.1399,"36 months","major_purchase",0.1817,"california","OWN",7500,"670-674",13,5987,0,"< 1 year"
16075,16075,0.1629,"36 months","debt_consolidation",0.1758,"kansas","MORTGAGE",4125,"695-699",7,15781,1,"2 years"
4900,4888.24,0.1426,"36 months","debt_consolidation",0.2375,"connecticut","RENT",2240,"720-724",5,17998,1,"1 year"
14400,14400,0.1199,"36 months","debt_consolidation",0.1348,"kentucky","MORTGAGE",10408,"710-714",9,34354,1,"5 years"
7750,7750,0.2049,"36 months","credit_card",0.09,"california","MORTGAGE",2000,"660-664",3,5399,0,"5 years"
4200,4200,0.0579,"36 months","debt_consolidation",0.081,"maryland","MORTGAGE",6089.44,"750-754",7,18861,2,"8 years"
35000,34950,0.1268,"60 months","home_improvement",0.2399,"west virginia","MORTGAGE",7083.33,"785-789",19,30725,1,"10+ years"
12800,12800,0.1212,"36 months","debt_consolidation",0.2153,"california","RENT",4750,"695-699",16,14291,0,"< 1 year"
8000,8000,0.089,"36 months","debt_consolidation",0.2656,"arizona","MORTGAGE",4416.67,"720-724",15,6701,0,"1 year"
25000,23477.53,0.1864,"60 months","debt_consolidation",0.1461,"nevada","MORTGAGE",5833.33,"695-699",8,13785,0,"10+ years"
5000,5000,0.0849,"36 months","credit_card",0.1689,"new jersey","MORTGAGE",6706.41,"730-734",19,43734,1,"8 years"
4000,4000,0.1149,"36 months","debt_consolidation",0.0416,"massachusetts","RENT",2666.67,"720-724",4,3239,0,"1 year"
2875,2875,0.1849,"36 months","credit_card",0.1411,"arizona","RENT",1084,"665-669",3,3824,0,"n/a"
1800,1800,0.1602,"36 months","small_business",0.0419,"alabama","RENT",4246.67,"660-664",2,0,0,"9 years"
7200,7200,0.1349,"36 months","debt_consolidation",0.146,"california","RENT",5000,"725-729",4,17268,0,"1 year"
6000,6000,0.1212,"36 months","credit_card",0.0816,"pennsylvania","RENT",3333.33,"680-684",6,8442,0,"10+ years"
15000,14975,0.079,"36 months","car",0.2073,"new york","RENT",5416.67,"745-749",14,9756,0,"1 year"
10375,10375,0.1433,"36 months","debt_consolidation",0.2642,"maryland","RENT",2479.17,"680-684",6,13411,0,"5 years"
25000,25000,0.158,"60 months","debt_consolidation",0.2404,"california","OWN",7750,"700-704",10,20215,5,"2 years"
7900,7782.65,0.0859,"36 months","credit_card",0.152,"california","MORTGAGE",7583.33,"810-814",14,3950,0,"10+ years"
10000,10000,0.1531,"36 months","debt_consolidation",0.1461,"california","RENT",3750,"680-684",18,13051,1,"5 years"
6000,4450,0.0768,"36 months","debt_consolidation",0.084,"new york","RENT",5417,"780-784",10,6047,1,"10+ years"
7000,7000,0.1777,"36 months","debt_consolidation",0.303,"texas","RENT",4333.33,"675-679",16,6922,1,"4 years"
